user_id,recommended_pratilipis
5506791985753287,"[1377786228085111, 1377786226392303, 1377786219600159, 1377786218199459, 1377786215659344]"
5506791980108792,"[1377786226298656, 1377786226298655, 1377786215659344, 1377786226392303, 1377786216539300]"
5506791996573117,"[1377786215504942, 1377786217828317, 1377786217544226, 1377786216079658, 1377786215471495]"
5506791996532405,"[1377786228205426, 1377786228127102, 1377786218992829, 1377786219235842, 1377786223037420]"
5506791964836498,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791978012608,"[1377786222893808, 1377786222920732, 1377786218072474, 1377786217988260, 1377786218992829]"
5506791994931107,"[1377786228226721, 1377786228209398, 1377786228085111, 1377786228243348, 1377786228127102]"
5506791961791808,"[1377786228205426, 1377786228127102, 1377786228184482, 1377786228204335, 1377786228237216]"
5506791956501601,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791968713442,"[1377786228127102, 1377786228205426, 1377786228240538, 1377786228237359, 1377786228324662]"
5506791996662691,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791978779971,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791984565266,"[1377786215659344, 1377786220135852, 1377786226392303, 1377786219904029, 1377786226392824]"
5506791954217745,"[1377786228184482, 1377786228237216, 1377786228085111, 1377786228205426, 1377786228127102]"
5506791952541294,"[1377786217810862, 1377786217862730, 1377786217645647, 1377786217641054, 1377786217658239]"
5506791996222041,"[1377786215504942, 1377786217828317, 1377786217544226, 1377786224071531, 1377786226298657]"
5506791996515180,"[1377786215504942, 1377786217828317, 1377786217544226, 1377786217540925, 1377786216079658]"
5506791994623772,"[1377786215529902, 1377786226298655, 1377786217541698, 1377786216539300, 1377786226298656]"
5506791965400568,"[1377786219978689, 1377786219736551, 1377786216539300, -253947406543160, 1377786219904029]"
5506791981086786,"[1377786219904029, 1377786226392303, 1377786219923553, 1377786219978689, 1377786215659344]"
5506791963554757,"[1377786228205426, 1377786228184482, 1377786228204335, 1377786228237216, 1377786227547783]"
5506791966728643,"[1377786217541005, 1377786217541698, 1377786217538997, 1377786216646845, 1377786215939414]"
5506791996271783,"[1377786217540925, 1377786217679341, 1377786217645474, 1377786217574861, 1377786217672601]"
5506791965913795,"[1377786215504942, 1377786217828317, 1377786217544226, 1377786217960645, 1377786216831787]"
5506791971152691,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791959054147,"[1377786217541698, 1377786215825302, 1377786216378587, 1377786216005047, 1377786215941727]"
5506791952455831,"[1377786216539300, 1377786226298656, 1377786226298655, -253947406543160, 1377786225323010]"
5506791953429104,"[1377786228127102, 1377786228324662, 1377786228202777, 1377786228244009, 1377786228205426]"
5506791989434465,"[1377786228184482, 1377786228205426, 1377786228266128, 1377786228127102, 1377786228237216]"
5506791996481215,"[1377786216539300, 1377786215659344, 83619287832264, 1377786226298657, 1377786226109868]"
5506791972930538,"[1377786228205426, 1377786228202777, 1377786228217698, 1377786222043375, 1377786228236211]"
5506791994633782,"[1377786218106538, 1377786218156834, 1377786217541698, 1377786218052117, 1377786219085730]"
5506791996673748,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791962280058,"[1377786225162604, 1377786225090588, 1377786225921328, 1377786225835475, 1377786225403427]"
5506791961203858,"[1377786217539749, 1377786217542469, 1377786217336831, -253947406543160, 1377786228209398]"
5506791970816770,"[1377786228205426, 1377786228127102, 1377786228226721, 1377786228085111, 1377786218844391]"
5506791951783047,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791977998689,"[1377786215659344, 1377786226392895, 1377786226392809, 1377786225103297, 1377786226392303]"
5506791982588105,"[1377786215659344, 1377786227027795, 1377786226392303, 1377786228237216, 1377786222661799]"
5506791955161194,"[-253947406543160, 1377786217542469, 1377786226298656, 1377786217539749, 1377786216539300]"
5506791950393959,"[1377786226392303, 1377786228127102, 1377786228085111, 1377786228205426, 1377786227027815]"
5506791996052887,"[1377786215659344, 1377786226392303, 1377786222719969, -253947406543160, 1377786228019100]"
5506791967077992,"[1377786226144790, 1377786226158915, 1377786224126404, 1377786225373809, 1377786226082627]"
5506791968564557,"[1377786228159487, 1377786228104451, 1377786215659344, 1377786226067780, 1377786227997173]"
5506791991741127,"[1377786228202777, 1377786228205426, 1377786228324662, 1377786228274251, 1377786228220556]"
5506791992826615,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791989434398,"[1377786228085111, 1377786226392303, 1377786228184482, 1377786218199459, 1377786219600159]"
5506791963810209,"[1377786224012764, 1377786226527272, 1377786224644331, 1377786225806797, 1377786224076015]"
5506791986315496,"[1377786224118934, 1377786225642971, 1377786227917083, 1377786224268312, 1377786224335835]"
5506791962281210,"[1377786228184482, 1377786228237216, 1377786228266128, 1377786228205426, 1377786228251563]"
5506791955282292,"[1377786216539300, 1377786226109868, 1377786215982409, 1377786215504942, 1377786217544226]"
5506791963243212,"[1377786216539300, 1377786226298657, 1377786226298656, 1377786226109868, -185042935834936]"
5506791996657622,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791961954831,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791995721641,"[1377786217810862, 1377786217862730, 1377786217685808, 1377786220133847, 1377786219998033]"
5506791996667009,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791977648507,"[1377786228324662, 1377786227547783, 1377786228205426, 1377786228202777, 1377786228235724]"
5506791990364772,"[1377786226644974, 1377786226854521, 1377786226662050, 1377786226686815, 1377786226731437]"
5506791980537908,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786226392303, 1377786228244009]"
5506791996507073,"[1377786215659344, 1377786226392303, 1377786219904029, 1377786222719969, 1377786225103297]"
5506791949871363,"[-487510917343544, 1377786216539300, 1377786216879687, 1377786220061091, 1377786217544226]"
5506791969449778,"[-487510917343544, 1377786216539300, 1377786215504942, 1377786226109868, 1377786216879687]"
5506791996643419,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791972076231,"[1377786218156834, 1377786218106538, 1377786217541698, 1377786220022866, 1377786218209719]"
5506791953625133,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228217147, 1377786228244009]"
5506791955507768,"[1377786228205426, 1377786228239892, 1377786227194839, 1377786228322207, 1377786228290620]"
5506791995519166,"[1377786219600159, 1377786226393011, 1377786220645422, 1377786226392303, 1377786219978689]"
5506791996275077,"[1377786215772568, 1377786216513018, -253947406543160, 1377786217541005, 1377786217541698]"
5506791962589755,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791954362798,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228202777]"
5506791977968901,"[1377786228127102, 1377786219230935, 1377786228205426, 1377786228204335, 1377786219180798]"
5506791967715075,"[1377786227547783, 1377786228202777, 1377786228227774, 1377786228235724, 1377786225443587]"
5506791987270457,"[1377786226644974, 1377786226662050, 1377786226854521, 1377786226686815, 1377786226717743]"
5506791961389121,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791996440612,"[1377786217542469, 1377786217539749, 1377786216539300, 1377786217218951, 1377786217247653]"
5506791993157901,"[-487510917343544, 1377786226109868, 1377786215715316, 1377786216660381, 1377786216879687]"
5506791952460702,"[1377786216539300, 1377786226298656, 1377786228104451, 1377786226298655, -253947406543160]"
5506791978899022,"[1377786226298656, 1377786216539300, 1377786215659344, 1377786226298655, -253947406543160]"
5506791996342329,"[1377786217538997, 1377786217541005, 1377786217541698, 1377786220944748, 1377786216353251]"
5506791954076853,"[1377786228202777, 1377786228276528, 1377786228179665, 1377786228261413, 1377786228321503]"
5506791979497812,"[1377786228205426, 1377786228127102, 1377786228244009, 1377786228200841, 1377786228217147]"
5506791973891468,"[1377786219710341, 1377786215659344, 1377786226392809, 1377786216539300, 1377786215443919]"
5506791985465609,"[1377786228254554, 1377786228292999, 1377786228232517, 1377786228132918, 1377786221653684]"
5506791978742099,"[1377786227436470, 1377786216539300, 1377786226393655, 1377786227453140, 83619287832264]"
5506791996344303,"[1377786215504942, 1377786217540925, 1377786217070182, 1377786217544226, 1377786217107018]"
5506791970158274,"[1377786228205426, 1377786228324662, 1377786228127102, 1377786228204335, 1377786228271923]"
5506791964390964,"[1377786228324662, 1377786228205426, 1377786228202777, 1377786228179665, 1377786228127102]"
5506791981557610,"[1377786228240538, 1377786228237359, 1377786228202777, 1377786228262109, 1377786228324662]"
5506791946812838,"[1377786215504942, 1377786217540925, 1377786215533559, 1377786219834334, 1377786217828317]"
5506791952266277,"[1377786215659344, 1377786226298656, 1377786226392303, -253947406543160, 1377786222719969]"
5506791953915080,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791956609774,"[1377786228209398, 1377786228226721, 1377786219600159, 1377786228205426, 1377786228085111]"
5506791964659930,"[1377786217541698, 1377786215983914, 1377786217541005, 1377786216646845, 1377786222424141]"
5506791969921517,"[1377786228127102, 1377786228204335, 1377786228243389, 1377786228205426, 1377786228170718]"
5506791969502981,"[1377786221003136, 1377786220896749, 1377786220878786, 1377786220920595, 1377786221064172]"
5506791954935551,"[1377786216960610, 1377786217116066, 1377786228205426, 1377786220039010, 1377786220240317]"
5506791964215135,"[1377786228217662, 1377786228139771, 1377786220953500, 1377786222959239, 1377786222900826]"
5506791996389425,"[1377786215659344, 1377786225103297, 1377786216539300, 1377786219710341, 1377786222588188]"
5506791996589469,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791986847303,"[1377786224107050, 1377786223915075, 1377786222995352, 1377786218080299, 1377786216689875]"
5506791952396320,"[1377786220240317, 1377786220005538, 1377786217005296, 1377786220039010, 1377786223359947]"
5506791972644354,"[1377786228127102, 1377786228205426, 1377786228085111, 1377786228184482, 1377786226392303]"
5506791996429876,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791996532854,"[1377786216539300, 1377786226109868, -185042935834936, 1377786220882687, 1377786222061178]"
5506791986161730,"[1377786216539300, -185042935834936, 1377786215982409, 1377786223446174, -487510917343544]"
5506791954248809,"[1377786217541698, 1377786215944737, 647428243625672, 1377786217960645, 1377786218156834]"
5506791975768031,"[1377786215659344, 1377786216539300, 1377786226298656, 1377786222719969, 1377786217170943]"
5506791956610792,"[1377786218684587, 1377786228205426, 1377786216649904, 1377786228127102, 1377786219230935]"
5506791992920945,"[1377786222061178, 1377786225787719, 1377786220882687, 1377786228208545, 1377786228215406]"
5506791993707650,"[1377786228205426, 1377786228127102, 1377786226947096, 1377786222995352, 1377786226788860]"
5506791964687477,"[1377786228252887, 1377786228243831, 1377786228290620, 1377786228197639, 1377786226005650]"
5506791989818603,"[1377786225820822, 1377786227740945, 1377786227027254, 1377786228303496, 1377786228290620]"
5506791972194499,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791994349902,"[1377786228205426, 1377786228127102, 1377786228244009, 1377786228200841, 1377786228217147]"
5506791995120867,"[1377786228205426, 1377786228127102, 1377786228244009, 1377786228200841, 1377786226392303]"
5506791978036539,"[1377786228127102, 1377786219230935, 1377786217810862, 1377786217741033, 1377786217862730]"
5506791996576366,"[1377786215504942, 1377786217544226, 1377786215982409, 1377786224071531, 1377786217828317]"
5506791963772623,"[1377786216539300, 1377786219710341, 83619287832264, 1377786216239053, 1377786215934759]"
5506791996538768,"[1377786217810862, 1377786217862730, 1377786216969124, 1377786220133847, 1377786220031578]"
5506791996371561,"[-253947406543160, 1377786219923553, 1377786215659344, 1377786220866511, 1377786220685519]"
5506791968664240,"[1377786217541698, 1377786215757461, 1377786216646845, 1377786217719269, 1377786215983914]"
5506791967883858,"[1377786216539300, 1377786217541698, 841810243655368, 1377786215757333, 1377786219736551]"
5506791974976319,"[1377786215659344, 1377786219923553, 1377786225103297, 1377786219904029, 1377786218199459]"
4423691382727332,"[1377786217538997, 1377786217541005, 1377786216353251, 1377786217373936, 1377786222941815]"
5506791979720498,"[1377786228205426, 1377786226015275, 1377786225752413, 1377786222693059, 1377786222946417]"
5506791964080412,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791962438662,"[1377786228204335, 1377786228184482, 1377786228127102, 1377786228271923, 1377786228205426]"
5506791976309227,"[1377786220005538, 1377786219978689, 1377786216969124, 1377786223359947, 1377786220039010]"
5506791974220977,"[1377786228336060, 1377786228205426, 1377786228232608, 1377786228324662, 1377786225241627]"
5506791954563829,"[1377786216247776, 1377786216539300, 1377786215982409, 1377786215886482, 1377786218254052]"
5506791951900976,"[1377786216539300, 1377786215659344, 1377786217539749, 1377786217542469, 1377786226392845]"
5506791981760691,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791973435337,"[1377786228298945, 1377786226393968, 1377786227884491, 1377786228316841, 1377786228268375]"
5506791996654330,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791971582500,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791963716308,"[1377786217641054, 1377786217658239, 1377786217645647, 1377786217650554, 1377786217608571]"
5506791982880274,"[1377786228127102, 1377786228184482, 1377786228226721, 1377786228205426, 1377786228085111]"
5506791967610834,"[1377786217541005, 1377786217538997, 1377786217187323, 1377786216783094, 1377786217541698]"
5506791962697597,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791977641582,"[1377786228085111, 1377786228237216, 1377786228184482, 1377786228050964, 1377786228127102]"
5506791962554673,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791985755829,"[-253947406543160, 1377786215659344, 1377786216539300, 1377786226298656, 1377786217170943]"
5506791986274333,"[1377786228085111, 1377786228205426, 1377786219600159, 1377786226392303, 1377786226754842]"
5506791993101060,"[1377786228209398, 1377786228226721, 1377786228190672, 1377786228235351, 1377786228243348]"
5506791973099558,"[1377786217544226, 1377786215504942, 1377786218254052, 1377786215982409, 841810243655368]"
5506791946783723,"[1377786215659344, -253947406543160, 1377786226298656, 1377786226392845, 1377786226392918]"
5506791953546943,"[1377786226636022, 1377786221091179, 1377786216362438, 1377786224071297, 1377786226109868]"
5506791996599864,"[1377786225103297, 1377786226298655, 1377786219897055, 1377786226298656, 1377786216539300]"
5506791992116986,"[1377786226392809, 1377786215659344, 1377786225103297, 1377786228239051, 1377786222588188]"
5506791955701114,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791949479046,"[1377786228127102, 1377786227992897, 1377786223117959, 1377786222418073, 1377786228226721]"
5506791966565610,"[1377786228286043, 1377786228202777, 1377786228127102, 1377786228204335, 1377786227547783]"
5506791954525627,"[1377786228085111, 1377786222661799, 1377786226392303, 1377786218199459, -253947406543160]"
5506791965415474,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791977885652,"[1377786228205426, 1377786228085111, 1377786228239892, 1377786228243348, 1377786226392303]"
5506791979744475,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786226392303, 1377786228244009]"
5506791996335603,"[1377786221486327, 1377786221518365, 841810243655368, 1377786221459978, 1377786216206039]"
5506791968485184,"[1377786228085111, 1377786228127102, 1377786228226721, 1377786228217915, 1377786228243348]"
5506791990009940,"[1377786228205426, 1377786228184482, 1377786228237216, 1377786228127102, 1377786228142333]"
5506791965457000,"[1377786228209398, 1377786228237772, 1377786228223808, 1377786228266842, 1377786228226721]"
5506791990511385,"[1377786217843810, -487510917343544, 1377786216879687, 1377786217234778, 1377786216908181]"
5506791996245144,"[1377786228019250, 1377786223541096, 1377786228246146, 1377786223485379, 1377786222685930]"
5506791992313698,"[1377786228205426, 1377786228127102, 1377786228204335, 1377786228184482, 1377786228202777]"
5506791965565775,"[1377786217541698, -253947406543160, -492384704883000, 1377786215757461, 1377786217592886]"
5506791996564248,"[-487510917343544, 1377786220061091, 1377786216539300, 1377786216239053, -185042935834936]"
5506791970885265,"[1377786219978689, 1377786217645647, 1377786217641054, 1377786217658239, 1377786217650554]"
5506791956884129,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791975247484,"[1377786215659344, 1377786222719969, 1377786222661799, 1377786228019100, 1377786220135852]"
5506791980921720,"[1377786228184482, 1377786228205426, 1377786228251563, 1377786228237216, 1377786228243348]"
5506791966038829,"[1377786226392303, 1377786215659344, 1377786228205426, 1377786228237216, 1377786219736551]"
5506791971379334,"[1377786215659344, 1377786225103297, 1377786222719969, 1377786222588188, 1377786228019100]"
5506791955143960,"[1377786228209398, 1377786228085111, 1377786228184482, 1377786228205426, 1377786228243348]"
5506791970578388,"[1377786217541698, 1377786215443919, 1377786215757333, 1377786215757461, 1377786216646845]"
5506791957371761,"[1377786220882687, 1377786228215330, 1377786223640562, 1377786220627290, -253947406543160]"
5506791950517121,"[1377786227453140, 1377786223499954, 1377786224492386, 1377786225197677, 1377786224024664]"
5506791975120808,"[1377786228244009, 1377786219230935, 1377786216627144, 1377786216626078, 1377786228179665]"
5506791983182150,"[1377786228205426, 1377786226537821, 1377786222849943, 1377786228085111, 1377786219897055]"
5506791964179393,"[1377786219085730, 1377786228278405, 1377786224736994, 1377786225705069, 1377786225130310]"
5506791994185065,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791995921253,"[1377786220882687, 1377786228215330, 1377786228320146, 1377786226636022, 1377786225024751]"
5506791966292537,"[1377786217544226, 1377786215504942, 841810243655368, 1377786218254052, 1377786215982409]"
5506791961154077,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228217147, 1377786228244009]"
5506791993754149,"[1377786215659344, 1377786226298656, 1377786216539300, 1377786226298655, 1377786225103297]"
5506791948033553,"[1377786215504942, 1377786217828317, 1377786224071531, 1377786215982409, 1377786217544226]"
5506791992602768,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791963737734,"[1377786226298655, 1377786223948029, 1377786217698092, 1377786217541698, -253947406543160]"
5506791969547362,"[1377786226392809, 1377786225103297, 1377786226392895, 1377786215659344, 1377786228239051]"
5506791973356222,"[1377786228205426, 1377786228184482, 1377786228204335, 1377786228127102, 1377786228271923]"
5506791981678581,"[-487510917343544, 1377786219575351, 1377786225268077, 1377786216879687, 841810243655368]"
5506791973906552,"[1377786217541698, 1377786217541005, 1377786216646845, 1377786222424141, 1377786216783094]"
5506791983547861,"[1377786219923553, 1377786215659344, 1377786217540925, 1377786217679341, 1377786217697400]"
5506791994680655,"[1377786228215406, 1377786228227827, 1377786227356538, 1377786222061178, 1377786227939955]"
5506791991910973,"[1377786217802117, 1377786217796936, 1377786219230935, 1377786217522769, 1377786216645157]"
5506791982852555,"[1377786217541698, 1251871762323144, 1377786215587791, 1377786225947153, 1377786223608073]"
5506791970860225,"[1377786228127102, 1377786228205426, 1377786228226721, 1377786228085111, 1377786228217915]"
5506791969419655,"[1377786228244009, 1377786228217662, 1377786228209398, 1377786222941824, 1377786219490697]"
5506791974019680,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791953098770,"[1377786228244009, 1377786228215330, 1377786217825371, 1377786228030490, 1377786220627290]"
5506791968624012,"[1377786218254052, 1377786215982409, 1377786217544226, 1377786216247776, 1377786216689875]"
5506791992266607,"[-487510917343544, 1377786215982409, 1377786216539300, 1377786216239053, 1377786216879687]"
5506791990819158,"[1377786228205426, 1377786228184482, 1377786228254759, 1377786228201445, 1377786228376602]"
5506791956700160,"[1377786228243348, 1377786228226721, 1377786228184482, 1377786228205426, 1377786228239892]"
5506791963336044,"[1377786226392895, 1377786216209699, 1377786215529902, 1377786224599946, 1377786223398312]"
5506791963337006,"[1377786225637583, 1377786224631817, 1377786225231685, 1377786225188150, 1377786224780486]"
5506791956986320,"[1377786217187323, 1377786217715271, 1377786217753485, 1377786217107018, 1377786217070182]"
5506791986536442,"[1377786226253410, 1377786227203081, 1377786228254554, 1377786226067780, 1377786226265141]"
5506791965517538,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228217147, 1377786226392303]"
5506791962964237,"[1377786215659344, 1377786226298656, 1377786219736551, 1377786226392895, 1377786226392303]"
5506791978741872,"[1377786228127102, 1377786228324662, 1377786228205426, 1377786228271923, 1377786227547783]"
5506791966720987,"[1377786215659344, -253947406543160, 1377786226392303, 1377786226298656, 1377786222719969]"
5506791976739599,"[1377786228205426, 1377786228336060, 1377786228127102, 1377786228324662, 1377786228184482]"
5506791968879093,"[1377786217645647, 1377786217641054, 1377786217658239, 1377786217650554, 1377786217620259]"
5506791991858244,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228217147, 1377786226392303]"
5506791974028538,"[1377786215504942, 1377786216539300, 1377786217544226, 1377786215982409, 1377786217798064]"
5506791965222057,"[-253947406543160, 1377786215659344, 1377786226298656, 1377786222719969, 1377786219834334]"
5506791987553672,"[-487510917343544, 1377786220882687, 1377786217292718, 1377786222168336, 1377786219317461]"
5506791960783574,"[1377786228205426, 1377786228127102, 1377786228324662, 1377786228226721, 1377786228217915]"
5506791993885584,"[1377786220882687, 1377786219317461, 1377786225384282, 1377786223948029, 1377786225787719]"
5506791996656049,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791956001974,"[1377786216539300, -185042935834936, -487510917343544, 1377786226109868, 1377786215676162]"
5506791974944954,"[1377786228002821, 1377786215982409, 1377786227995828, 1377786228215160, 1377786226636022]"
5506791970769758,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791967163022,"[1377786227612897, 1377786228200841, 1377786220882687, 1377786226636022, 1377786220869832]"
5506791987528583,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791953938215,"[1377786217862730, 1377786217810862, 1377786217641054, 1377786217645647, 1377786217658239]"
5506791975657375,"[1377786228244009, 1377786228324662, 1377786228205426, 1377786228202777, 1377786228253878]"
5506791965164820,"[1377786228202777, 1377786218106538, 1377786228205426, 1377786223473784, 87762412934856]"
5506791975408588,"[1377786228205426, 1377786228184482, 1377786228237216, 1377786228142333, 1377786228127102]"
5506791972630655,"[-487510917343544, 1377786224071531, 1377786224118934, 1377786224268312, 1377786226636022]"
5506791978961710,"[1377786226253410, 1377786227436470, 1377786227453140, 1377786226067780, 1377786226393655]"
5506791954179105,"[1377786228138919, 1377786222061178, 1377786227453140, 1377786226393655, 1377786228104451]"
5506791996443099,"[1377786215504942, 1377786217828317, 1377786217544226, 1377786216251054, 1377786224071531]"
5506791950128596,"[1377786217862730, 1377786217810862, 1377786216692750, 1377786218106538, 1377786218156834]"
5506791969806770,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791969600333,"[1377786228222414, 1377786228056680, 1377786226223618, 1377786225268077, 1377786223438063]"
5506791966468607,"[1377786218131862, 1377786218260033, 1377786218161468, 1377786218311285, 1377786218107629]"
5506791969236956,"[-253947406543160, -531346459289912, -505365531027768, 636939674490568, 1377786228132599]"
5506791992091982,"[1377786228205426, 1377786228239892, 1377786226936975, 1377786228202777, 1377786228340437]"
5506791958563436,"[1377786228085111, 1377786228184482, 1377786228243348, 1377786228251563, 1377786228127102]"
5506791981483246,"[1377786228217662, 1377786220953500, 1377786228240538, 1377786222900826, 1377786220390199]"
5506791990991286,"[1377786228127102, 1377786228205426, 1377786228271923, 1377786228204335, 1377786228324662]"
5506791982576439,"[1377786228237216, 1377786228266128, 1377786228142333, 1377786228184482, 1377786222661799]"
5506791953542964,"[1377786228205426, 1377786228324662, 1377786228244009, 1377786228127102, 1377786228184482]"
5506791965647577,"[1377786228205426, 1377786228127102, 1377786228226721, 1377786228085111, 1377786228243348]"
5506791996103316,"[1377786226298655, 1377786216539300, 1377786226298656, 1377786215659344, -253947406543160]"
5506791967668626,"[1377786226644974, 1377786226662050, 1377786226854521, 1377786226686815, 1377786226741488]"
5506791948107843,"[1377786217541698, 1377786216689875, 1377786218254052, 1377786215757333, 1377786217544226]"
5506791963197594,"[1377786219897055, 1377786219978689, 1377786220005538, 1377786220039010, 1377786220240317]"
5506791948609587,"[1377786228244009, 1377786228183763, 1377786228230042, 1377786228132346, 1377786226514021]"
5506791973957300,"[1377786226230266, 1377786226435231, 1377786226484588, 1377786226438853, 1377786226475741]"
5506791965561055,"[1377786228244009, 1377786223658622, 1377786219085730, 1377786219213829, 1377786219213742]"
5506791961746286,"[1377786215659344, -253947406543160, 1377786219923553, 1377786219904029, 1377786226392918]"
5506791996327681,"[1377786217542469, 1377786217539749, 1377786223948029, 1377786219317461, 1377786220882687]"
5506791989173664,"[1377786217963012, 1377786217838924, 1377786228127102, 1377786217945319, 1377786217925308]"
5506791996524195,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791990071773,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791962580271,"[1377786217963012, 1377786217838924, 1377786217887531, 1377786217945319, 1377786217925308]"
5506791992098716,"[1377786228240538, 1377786228237359, 1377786228262109, 1377786228211361, 1377786228188868]"
5506791996259461,"[-253947406543160, 1377786220135852, 1377786215659344, 1377786222719969, 1377786219923553]"
5506791996610860,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791966472666,"[1377786225876547, 1377786225683100, 1377786227221196, 1377786225641873, 1377786225587868]"
5506791955243414,"[1377786217538997, 1377786220878786, 1377786228190672, 1377786220896749, 1377786220920595]"
5506791951087034,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228217147, 1377786226392303]"
5506791976315470,"[1377786228127102, 1377786228226721, 1377786228217915, 1377786228205426, 1377786228243348]"
5506791971050959,"[1377786228127102, 1377786219230935, 1377786228205426, 1377786228204335, 1377786228271923]"
5506791983108522,"[1377786225797991, 1377786222593824, 1377786222572925, 1377786222536583, 1377786222553345]"
5506791981849621,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786226392303]"
5506791995837831,"[1377786216539300, -487510917343544, -185042935834936, 1377786217539749, 1377786217542469]"
5506791966224307,"[1377786215659344, 1377786225103297, 1377786222588188, 1377786226298655, 1377786226392895]"
5506791963126762,"[1377786222941824, 1377786228209398, 1377786222822288, 1377786228244009, 1377786223302723]"
5506791962297183,"[1377786228204335, 1377786228184482, 1377786228205426, 1377786228127102, 1377786228142333]"
5506791973582826,"[1377786215659344, 1377786226392809, 1377786226392303, 1377786225103297, 1377786228239051]"
5506791965325661,"[-487510917343544, 1377786217544226, 1377786215504942, 1377786216879687, 1377786217541698]"
5506791976714733,"[1377786228127102, 1377786228226721, 1377786228085111, 1377786228209398, 1377786217810862]"
5506791961092502,"[1377786228222414, 1377786228056680, 1377786226223618, 1377786227645126, 1377786227503866]"
5506791963245082,"[1377786228127102, 1377786228226721, 1377786228217915, 1377786227873111, 1377786222007223]"
5506791995002771,"[1377786228205426, 1377786228127102, 1377786228200841, 1377786228244009, 1377786228217147]"
5506791951672154,"[1377786228226721, 1377786228209398, 1377786228217915, 1377786228243348, 1377786228244009]"
4406512560022180,"[-253947406543160, 1377786217804474, 1377786217645647, 1377786217641054, 1377786217658239]"
5506791963123782,"[1377786223446174, 1377786227436470, 1377786225268077, 1377786219575351, 1377786216539300]"
